b_city,b_street_name,b_street_number,b_zip,c_city,c_street_name,c_street_number,c_zip,cnt,cnt2,cs1_year,cs2_year,product_name,s11,s12,s21,s22,s31,s32,store_name,store_zip
Shady Grove,Hill Forest,217,03412,Riverdale,Willow 4th,148,89391,1,1,2000,2001,oughtationcallypribarable,77.13,18.56,133.43,33.4,0.0,0.0,anti,79431
Shady Grove,Hill Forest,217,03412,Riverdale,Willow 4th,148,89391,1,1,2000,2001,oughtationcallypribarable,77.13,32.64,133.43,63.32,0.0,0.0,anti,79431
Lebanon,Smith 13th,898,92898,Bethel,Oak 9th,552,65281,1,1,2000,2001,oughtationcallypribarable,88.09,32.12,155.91,45.61,0.0,0.0,anti,52477
Marion,Fifth 14th,646,20399,Liberty,2nd Fourth,726,53451,1,1,2000,2001,oughtationcallypribarable,84.98,73.17,122.37,103.9,724.47,0.0,bar,40059
Cedar Grove,Walnut ,70,60411,Cedar Grove,Meadow ,757,20411,1,1,2000,2001,oughtationcallypribarable,14.89,52.31,22.33,75.32,0.0,0.0,ese,25281
Providence,Lincoln Locust,375,76614,Woodville,4th ,906,94289,1,1,2000,2001,oughtationcallypribarable,65.55,57.02,97.01,85.53,0.0,0.0,ese,31904
Mount Olive,Church ,77,68059,,College Park,,61933,1,1,2000,2001,oughtationcallypribarable,76.63,18.92,151.72,20.81,172.96,0.0,ese,58048
Georgetown,Willow ,60,47057,Antioch,Hillcrest Lake,228,88605,1,1,2000,2001,oughtationcallypribarable,78.16,18.92,121.14,20.81,0.0,0.0,ese,58048
Hillcrest,Central Spring,2,13003,Pleasant Grove,Cedar Washington,856,44136,1,1,2000,2001,oughtationcallypribarable,98.67,81.44,99.65,107.5,1186.17,0.0,n st,49431
Pleasant Valley,Adams ,330,72477,Argyle,2nd 2nd,915,48722,1,1,2000,2001,oughtationcallypribarable,61.73,7.7,83.33,13.09,0.0,59.34,ought,23604
Pleasant Valley,Adams ,330,72477,Argyle,2nd 2nd,915,48722,1,1,2000,2001,oughtationcallypribarable,61.73,91.59,83.33,91.59,0.0,4297.26,ought,23604
Pleasant Valley,Adams ,330,72477,Argyle,2nd 2nd,915,48722,1,1,2000,2001,oughtationcallypribarable,61.73,94.67,83.33,154.31,0.0,0.0,ought,23604
Rockwood,River Elm,933,31545,Lakeside,Willow ,833,79532,1,1,2000,2001,oughtationcallypribarable,79.7,29.01,80.49,41.48,0.0,0.0,ought,22477
Union,Ridge ,353,18721,Bunker Hill,Broadway Cedar,86,40150,1,1,2000,2001,oughtationn stprioughtought,22.64,90.14,29.43,100.05,196.44,0.0,bar,48828
Montpelier,13th ,817,98930,,,,50852,1,1,2000,2001,oughtationn stprioughtought,23.95,90.14,39.51,100.05,0.0,0.0,bar,48828
Midway,Cherry ,122,61904,Oakland,Railroad 5th,709,09843,1,1,2000,2001,oughtationn stprioughtought,47.58,3.82,74.22,4.24,0.0,0.0,bar,33604
Midway,Cherry ,122,61904,Oakland,Railroad 5th,709,09843,1,1,2000,2001,oughtationn stprioughtought,47.58,65.75,74.22,87.44,0.0,0.0,bar,33604
Brownsville,Park 7th,54,39310,Lenox,14th Valley,711,41143,1,1,2000,2001,oughtationn stprioughtought,54.42,71.56,99.04,143.12,0.0,0.0,bar,61933
Harper,Cedar ,172,15695,Union Hill,Williams Elm,871,87746,1,1,2000,2001,oughtationn stprioughtought,42.79,68.27,61.18,102.4,0.0,0.0,cally,38721
Mountain View,Madison ,56,54466,Valley View,Elevnth Lake,507,25124,1,1,2000,2001,oughtationn stprioughtought,52.61,94.49,84.17,162.52,0.0,0.0,cally,29843
Fairfield,Williams Elevnth,563,26192,Union Hill,Hill South,475,87746,1,1,2000,2001,oughtationn stprioughtought,22.63,37.57,41.18,65.74,0.0,0.0,eing,43451
Fairfield,Williams Elevnth,563,26192,Union Hill,Hill South,475,87746,1,1,2000,2001,oughtationn stprioughtought,22.63,70.31,41.18,121.63,0.0,1996.41,eing,43451
Lincoln,Spruce ,212,71289,Vance,Maple Lake,309,60268,1,1,2000,2001,oughtationn stprioughtought,49.97,78.64,83.94,134.47,0.0,0.0,eing,26098
Macon,3rd ,392,30369,Pleasant Valley,First Spruce,473,72477,1,1,2000,2001,oughtationn stprioughtought,58.77,37.57,64.64,65.74,0.0,0.0,eing,43451
Macon,3rd ,392,30369,Pleasant Valley,First Spruce,473,72477,1,1,2000,2001,oughtationn stprioughtought,58.77,70.31,64.64,121.63,0.0,1996.41,eing,43451
Five Points,6th ,573,66098,Crossroads,Valley First,316,50534,1,1,2000,2001,oughtationn stprioughtought,21.41,33.34,24.4,56.01,0.0,0.0,ese,25281
Hamilton,Walnut ,139,22808,Greenville,Adams ,242,81387,1,1,2000,2001,oughtationn stprioughtought,48.13,70.7,60.64,99.68,0.0,0.0,n st,61933
Cordova,Sycamore Washington,569,56938,Sulphur Springs,Smith Main,205,48354,1,1,2000,2001,oughtationn stprioughtought,72.36,29.9,75.25,30.79,0.0,0.0,n st,39431
Sawyer,2nd ,25,36045,Elizabeth,Hill Forest,926,72935,1,1,2000,2001,oughtcallyeseantiableought,18.17,1.23,22.53,2.02,0.0,0.0,able,31904
Sawyer,2nd ,25,36045,Elizabeth,Hill Forest,926,72935,1,1,2000,2001,oughtcallyeseantiableought,18.17,33.53,22.53,66.05,0.0,0.0,able,31904
Fairview,2nd ,266,25709,Glenwood,Washington Maple,474,73511,1,1,2000,2001,oughtcallyeseantiableought,72.21,7.29,127.08,9.33,0.0,0.0,anti,31904
Glenwood,Cedar Cherry,134,23511,Woodland,7th ,762,14854,1,1,2000,2001,oughtcallyeseantiableought,10.15,95.91,16.84,129.47,13.24,0.0,ation,39843
Mount Olive,7th Lake,273,28059,Tracy,Dogwood ,653,96340,1,1,2000,2001,oughtcallyeseantiableought,83.14,48.7,98.1,63.79,22.65,0.0,eing,49231
Providence,13th ,183,86614,Bridgeport,Mill ,372,45817,1,1,2000,2001,oughtcallyeseantiableought,14.04,15.47,20.63,18.25,0.0,0.0,ese,34136
Liberty,2nd Washington,703,13451,Lakeside,Ash Mill,384,59532,1,1,2000,2001,oughtcallyeseantiableought,28.63,15.47,50.1,18.25,0.0,0.0,ese,34136
Pine Grove,Oak ,362,34593,Marion,Ridge ,167,40399,1,1,2000,2001,oughtcallyeseantiableought,63.34,41.09,68.4,76.01,0.0,0.0,ese,23451
Mount Zion,Cedar Elm,25,28054,Macedonia,Cherry ,951,11087,1,1,2000,2001,oughtcallyeseantiableought,42.9,81.02,76.79,158.79,0.0,0.0,pri,35709
Cedar Grove,5th ,231,60411,Georgetown,Meadow ,326,47057,1,1,2000,2001,oughtesebarpri,45.92,93.28,84.03,118.46,0.0,0.0,able,48370
Pleasant Hill,Locust 7th,988,43604,Waterloo,Dogwood ,547,21675,1,1,2000,2001,oughtesebarpri,59.64,62.86,110.93,72.28,806.57,0.0,anti,59843
Friendship,Center Cedar,570,74536,Mount Olive,4th Wilson,570,38059,1,1,2000,2001,oughtesebarpri,86.07,56.6,126.52,65.65,0.0,778.25,anti,31933
Pleasant Grove,,429,94136,Red Hill,Valley ,356,74338,1,1,2000,2001,oughtesebarpri,54.2,17.54,86.17,29.29,0.0,506.34,eing,79231
Wright,8th Smith,391,,Summit,1st Tenth,247,60499,1,1,2000,2001,oughtesebarpri,79.11,1.47,134.48,1.69,0.0,98.55,n st,20059
Glenwood,Eigth ,806,13511,Glenwood,Washington Walnut,820,73511,1,1,2000,2001,oughtesebarpri,13.88,36.39,23.59,62.22,0.0,0.0,pri,79843
Glenwood,Spruce 1st,229,83511,Sulphur Springs,10th ,822,68354,1,1,2000,2001,oughtoughtn stable,44.93,90.2,48.07,156.94,0.0,0.0,able,72812
Fairfield,Fourth Ash,748,56192,Mount Zion,5th ,110,68054,1,1,2000,2001,oughtoughtn stable,84.71,74.28,126.21,135.93,0.0,0.0,anti,31904
Cedar Grove,Pine Cherry,713,30411,Midway,Lincoln Maple,4,61904,1,1,2000,2001,oughtoughtn stable,61.91,64.82,90.38,99.82,0.0,0.0,bar,28048
Unionville,10th Main,319,61711,Allison,Ridge ,38,44167,1,1,2000,2001,oughtoughtn stable,96.35,35.79,125.25,46.52,0.0,0.0,eing,45709
Fairfield,Lake ,347,76192,,13th ,433,,1,1,2000,2001,oughtoughtn stable,66.69,97.9,114.03,130.2,0.0,0.0,ese,48721
Friendship,Hickory 1st,419,54536,Cedar Grove,Spruce ,359,60411,1,1,2000,2001,oughtoughtn stable,71.66,97.9,116.8,130.2,0.0,0.0,ese,48721
Spring Hill,5th ,113,26787,,,,,1,1,2000,2001,oughtpribarationoughtought,66.13,74.08,82.66,93.34,0.0,0.0,able,61933
Enterprise,,31,91757,Newport,Center ,186,41521,1,1,2000,2001,oughtpribarationoughtought,6.72,2.81,11.22,5.02,55.13,0.0,eing,43451
Pine Grove,Fourth 10th,794,74593,King,Park Hickory,62,70008,1,1,2000,2001,oughtpribarationoughtought,18.06,2.81,29.07,5.02,0.0,0.0,eing,43451
Jackson,Park Lincoln,736,79583,Green Acres,Lake 5th,509,87683,1,1,2000,2001,oughtpripribarantiought,42.97,50.24,70.04,53.25,0.0,334.1,cally,32477
Forest Hills,View ,648,69237,Stringtown,Washington Ninth,73,30162,1,1,2000,2001,oughtpripribarantiought,90.16,93.3,106.38,94.23,0.0,0.0,cally,76098
Allentown,Forest Railroad,207,71838,Golden,Oak ,982,70411,1,1,2000,2001,oughtpripribarantiought,14.19,51.3,15.6,94.39,0.0,0.0,eing,71933
Macedonia,Hill Maple,80,21087,Sulphur Springs,Church ,921,78354,1,1,2000,2001,oughtpripribarantiought,14.71,97.79,16.03,190.69,0.0,0.0,eing,35709
Farmington,Lee ,145,49145,Wilson,Cedar ,723,26971,1,1,2000,2001,oughtpripribarantiought,32.4,97.79,59.29,190.69,0.0,0.0,eing,35709
Mount Vernon,Main ,297,58482,Waterloo,Spruce Hillcrest,23,61675,1,1,2000,2001,oughtpripribarantiought,41.73,97.79,79.28,190.69,0.0,0.0,eing,35709
Lucas,View ,405,34554,Oak Hill,,,,1,1,2000,2001,oughtpripribarantiought,40.51,93.51,67.24,134.65,2285.83,0.0,ese,74136
Clinton,South 3rd,323,78222,Highland Park,,,,1,1,2000,2001,oughtpripribarantiought,96.41,9.53,177.39,11.91,1350.88,0.0,ese,48721
Clinton,South 3rd,323,78222,Highland Park,,,,1,1,2000,2001,oughtpripribarantiought,96.41,49.57,177.39,51.05,1350.88,2149.4,ese,48721
Bethel,Elm Valley,199,35281,Marion,Green Chestnut,574,60399,1,1,2000,2001,oughtpripribarantiought,98.73,51.41,124.39,78.65,0.0,208.1,ese,63604
Bethel,Elm Valley,199,35281,Marion,Green Chestnut,574,60399,1,1,2000,2001,oughtpripribarantiought,98.73,71.87,124.39,128.64,0.0,0.0,ese,63604
New Hope,Cedar Highland,390,59431,Roy,11th ,96,80744,1,1,2000,2001,oughtpripribarantiought,51.54,42.95,71.64,43.37,5286.54,0.0,n st,48370
Riverside,5th Franklin,722,29231,Shady Grove,Railroad ,362,72812,1,1,2000,2001,oughtpripribarantiought,25.12,18.1,42.45,34.57,0.0,0.0,pri,39231
Riverside,5th Franklin,722,29231,Shady Grove,Railroad ,362,72812,1,1,2000,2001,oughtpripribarantiought,25.12,36.09,42.45,37.53,0.0,0.0,pri,39231
Oakdale,Johnson 9th,499,89584,Oakwood,Cedar Oak,703,20169,1,1,2000,2001,oughtpripribarantiought,43.22,98.07,78.66,161.81,0.0,0.0,pri,21904
Empire,Hill ,718,94145,Providence,Franklin Sunset,198,66614,1,1,2000,2001,oughtpriprieinganti,40.34,97.31,41.95,154.72,0.0,0.0,bar,34136
Wilson,6th Sycamore,720,36971,Jackson,6th ,374,49583,1,1,2000,2001,oughtpriprieinganti,93.63,21.8,96.43,38.8,0.0,0.0,bar,36098
Shaw,5th ,568,30618,Oakwood,10th ,893,70169,1,1,2000,2001,oughtpriprieinganti,7.04,90.79,7.04,153.43,0.0,0.0,cally,25709
Enterprise,Chestnut ,675,51757,Stringtown,Park ,973,50162,1,1,2000,2001,oughtpriprieinganti,35.03,63.26,46.94,89.82,58.47,0.0,cally,73604
Wildwood,First First,293,36871,Pleasant Hill,10th Park,636,33604,1,1,2000,2001,oughtpriprieinganti,61.76,63.26,102.52,89.82,552.02,0.0,cally,73604
Hopewell,Franklin 3rd,603,70587,Glendale,Second ,32,23951,1,1,2000,2001,oughtpriprieinganti,22.31,48.01,28.33,92.65,0.0,0.0,eing,73604
Five Forks,4th ,1000,62293,Five Points,2nd Mill,894,26098,1,1,2000,2001,oughtpriprieinganti,39.32,55.12,64.87,83.78,0.0,0.0,eing,43451
Five Forks,4th ,1000,62293,Five Points,2nd Mill,894,26098,1,1,2000,2001,oughtpriprieinganti,39.32,83.67,64.87,107.93,0.0,0.0,eing,43451
Whispering Pines,Lakeview 3rd,917,27609,Walnut Grove,Spring Railroad,48,17752,1,1,2000,2001,oughtpriprieinganti,22.3,52.16,22.74,74.06,0.0,0.0,n st,61933
Roxbury,9th Ridge,144,65508,Mountain View,4th ,728,64466,1,1,2000,2001,oughtpriprieinganti,23.3,4.82,40.3,7.18,0.0,0.0,pri,35709
Forest Hills,Elm Highland,400,69237,Lebanon,Miller 7th,378,12898,1,1,2000,2001,oughtpriprioughtantiought,77.13,60.09,137.29,110.56,0.0,0.0,anti,59431
Red Bank,5th ,382,54975,Greenfield,Pine ,563,35038,1,1,2000,2001,oughtpriprioughtantiought,24.74,80.9,32.16,154.51,0.0,164.69,cally,58828
Mountain View,Park Maple,562,94466,Belmont,Fifth Eigth,550,40191,1,1,2000,2001,oughtpriprioughtantiought,54.85,57.72,91.59,58.87,0.0,0.0,eing,49231
Keystone,Woodland ,307,42005,Friendship,River Williams,890,44536,1,1,2000,2001,oughtpriprioughtantiought,72.9,60.75,112.99,82.62,0.0,0.0,ese,48721
Leon,Sycamore ,89,60913,Edgewater,Jefferson Main,481,90635,1,1,2000,2001,oughtpriprioughtantiought,23.94,36.65,40.93,54.6,0.0,134.18,n st,42812
Woodville,West Pine,710,44289,White Oak,8th ,302,07268,1,1,2000,2001,priableationoughtantiought,39.08,58.28,70.34,97.32,0.0,917.06,able,32812
Forest Hills,Willow ,788,49237,Five Points,Third ,165,56098,1,1,2000,2001,priableationoughtantiought,44.4,4.66,75.92,6.33,0.0,0.0,ation,35709
Wildwood,Poplar ,920,36871,Riverside,5th ,903,59231,1,1,2000,2001,priableationoughtantiought,12.83,59.3,14.62,67.0,0.0,0.0,bar,28048
Arlington,Maple Dogwood,872,46557,Lakeside,Fifth Chestnut,310,69532,1,1,2000,2001,priableationoughtantiought,12.88,11.86,21.5,21.7,0.0,0.0,cally,23451
Bridgeport,College Oak,536,55817,Pleasant Grove,Oak Adams,870,54136,1,1,2000,2001,priableationoughtantiought,95.71,79.37,109.1,80.95,0.0,0.0,eing,71904
Walnut Grove,South ,141,47752,Green Acres,Third ,693,37683,1,1,2000,2001,priableationoughtantiought,35.89,18.95,62.44,34.67,0.0,2.08,ese,51933
Walnut Grove,South ,141,47752,Green Acres,Third ,693,37683,1,1,2000,2001,priableationoughtantiought,35.89,43.57,62.44,86.7,0.0,0.0,ese,51933
Newtown,Park ,915,51749,Liberty,Seventh 6th,603,63451,1,1,2000,2001,priableationoughtantiought,58.17,48.52,91.9,97.04,0.0,0.0,ese,36098
Newtown,Park ,915,51749,Liberty,Seventh 6th,603,63451,1,1,2000,2001,priableationoughtantiought,58.17,93.82,91.9,178.25,0.0,0.0,ese,36098
Summit,Mill Valley,30,60499,Woodville,7th ,386,34289,1,1,2000,2001,priableationoughtantiought,70.89,68.9,94.28,100.59,0.0,0.0,ese,33451
Antioch,Main Church,174,88605,Enterprise,14th Wilson,346,81757,1,1,2000,2001,priablepriesecallyought,12.38,20.02,23.89,30.83,0.0,0.0,able,51904
Lebanon,8th ,28,52898,Greenville,Walnut 3rd,257,61387,1,1,2000,2001,priablepriesecallyought,41.23,20.02,58.13,30.83,0.0,0.0,able,51904
Stringtown,Lakeview Lake,767,50162,Summit,Hickory Fourteenth,387,30499,1,1,2000,2001,priablepriesecallyought,6.0,26.15,10.02,46.02,0.0,373.44,anti,52477
Pittsburg,Sycamore Lake,663,74004,Mountain View,Mill ,93,74466,1,1,2000,2001,priablepriesecallyought,92.03,43.52,161.97,73.98,0.0,0.0,cally,68721
Woodlawn,Sixth ,625,04698,Franklin,Ridge 8th,229,69101,1,1,2000,2001,priablepriesecallyought,6.28,62.84,12.43,67.86,0.0,0.0,eing,49231
Lakeview,Dogwood ,283,48579,Millbrook,13th ,595,37529,1,1,2000,2001,priablepriesecallyought,12.17,59.86,12.17,110.74,0.0,0.0,ought,49843
Greenville,College Spring,749,31387,Maple Grove,Hickory Willow,695,68252,1,1,2000,2001,priablepriesecallyought,84.92,48.28,141.81,76.28,367.54,0.0,ought,23604
Glendale,6th ,94,43951,Highland,Cherry Jefferson,74,49454,1,1,2000,2001,priablepriesecallyought,46.11,64.19,85.76,100.77,0.0,0.0,pri,69843
Fairfield,Walnut ,159,66192,Stringtown,4th 2nd,507,50162,1,1,2000,2001,priantiablen st,5.99,95.03,9.94,112.13,0.0,0.0,able,31904
Franklin,Hillcrest Spring,895,79101,Pleasant Grove,Smith ,385,54136,1,1,2000,2001,priantiablen st,25.78,29.37,35.06,57.27,1266.26,0.0,able,70059
Pleasant Hill,Elevnth ,214,83604,Greenwood,View 14th,84,58828,1,1,2000,2001,priantiablen st,67.29,71.51,105.64,133.0,502.81,40.85,able,35281
Bunker Hill,3rd ,654,70150,Crossroads,Lakeview ,515,70534,1,1,2000,2001,priantiablen st,41.38,71.05,57.93,90.23,0.0,0.0,anti,59431
Concord,View ,607,74107,Lakeview,Washington Cedar,551,09179,1,1,2000,2001,priantiablen st,75.82,44.78,148.6,62.24,0.0,0.0,cally,40059
Walnut Grove,Washington North,294,77752,Summit,Poplar ,114,40499,1,1,2000,2001,priantiablen st,93.98,87.66,173.86,104.31,0.0,0.0,cally,76098
Pine Grove,Main ,128,74593,Walnut Grove,Spruce ,775,77752,1,1,2000,2001,priantiablen st,91.21,79.23,103.06,146.57,0.0,0.0,eing,48721
Wildwood,Oak 3rd,565,86871,Belmont,7th North,,70191,1,1,2000,2001,priantiablen st,73.6,35.56,83.9,55.82,0.0,115.79,ese,33451
Wildwood,Oak 3rd,565,86871,Belmont,7th North,,70191,1,1,2000,2001,priantiablen st,73.6,50.63,83.9,77.46,0.0,404.81,ese,33451
Wildwood,Oak 3rd,565,86871,Belmont,7th North,,70191,1,1,2000,2001,priantiablen st,73.6,99.22,83.9,139.9,0.0,0.0,ese,33451
Glendale,Washington ,1000,23951,Oakdale,Center Central,719,89584,1,1,2000,2001,priantiablen st,34.82,17.93,41.43,35.86,0.0,0.0,pri,28048
Glendale,Washington ,1000,23951,Oakdale,Center Central,719,89584,1,1,2000,2001,priantiablen st,34.82,49.16,41.43,82.09,0.0,0.0,pri,28048
,Park 4th,,89303,Red Hill,2nd Center,263,44338,1,1,2000,2001,priantiablen st,83.81,17.93,116.49,35.86,0.0,0.0,pri,28048
,Park 4th,,89303,Red Hill,2nd Center,263,44338,1,1,2000,2001,priantiablen st,83.81,49.16,116.49,82.09,0.0,0.0,pri,28048
Hamilton,Ridge Hill,601,52808,Crossroads,Poplar Willow,625,80534,1,1,2000,2001,priantiablen st,88.53,43.59,152.27,71.92,0.0,0.0,pri,25709
Greenville,Broadway ,640,71387,Liberty,Ridge ,806,33451,1,1,2000,2001,priantibareseable,60.49,27.15,76.21,38.01,0.0,0.0,able,32812
Maple Grove,Cedar ,590,98252,Harmony,7th South,876,,1,1,2000,2001,priantibareseable,94.76,30.58,183.83,33.94,0.0,0.0,able,72812
Liberty,Locust 4th,173,73451,Greenville,6th 9th,614,41387,1,1,2000,2001,priantibareseable,89.48,4.91,150.32,5.4,0.0,0.0,anti,59431
,7th ,,37838,Sunnyside,8th ,251,41952,1,1,2000,2001,priantibareseable,17.83,55.27,26.56,85.66,0.0,0.0,eing,71904
Concord,Davis ,201,74107,Woodland,5th Third,941,24854,1,1,2000,2001,priantibareseable,34.58,66.91,47.02,111.73,0.0,0.0,eing,61904
Walnut Grove,4th ,225,97752,Spring Hill,Adams ,310,36787,1,1,2000,2001,priantibareseable,91.04,55.27,108.33,85.66,0.0,0.0,eing,71904
Highland,15th Lee,131,69454,Green Acres,Ash ,59,47683,1,1,2000,2001,priantibareseable,51.45,17.2,79.74,27.69,0.0,147.0,ese,36098
Oakland,2nd Pine,361,19843,Clifton,Maple ,773,58014,1,1,2000,2001,priantibareseable,82.45,28.73,103.88,48.26,21.63,0.0,ese,28048
Lincoln,Davis ,425,81289,Florence,Elm ,467,73394,1,1,2000,2001,priantibareseable,51.27,58.93,101.51,79.55,0.0,0.0,pri,38828
Lincoln,Davis ,425,81289,Florence,Elm ,467,73394,1,1,2000,2001,priantibareseable,51.27,90.01,101.51,106.21,0.0,0.0,pri,38828
Oakwood,7th ,243,90169,Union,South ,619,58721,1,1,2000,2001,priationablepripriought,13.59,47.59,19.7,78.52,0.0,0.0,able,46098
Sulphur Springs,11th ,,,Oak Hill,Lincoln ,305,87838,1,1,2000,2001,priationablepripriought,14.67,49.56,18.04,92.18,0.0,0.0,eing,49231
Oak Ridge,Central ,915,88371,Woodlawn,Mill Lee,707,04698,1,1,2000,2001,priationablepripriought,90.43,21.85,126.6,43.48,0.0,0.0,eing,45709
Oak Ridge,Central ,915,88371,Woodlawn,Mill Lee,707,04698,1,1,2000,2001,priationablepripriought,90.43,49.56,126.6,57.48,0.0,0.0,eing,45709
Unionville,Walnut Woodland,12,81711,Centerville,East Mill,508,70059,1,1,2000,2001,priationablepripriought,39.21,12.16,46.65,17.14,1811.72,0.0,ought,63604
New Hope,Mill Hill,638,49431,Marion,Church ,961,50399,1,1,2000,2001,priationablepripriought,71.15,62.03,73.28,114.13,0.0,0.0,ought,39843
Riley,Second 15th,816,51692,Stringtown,Lee Sixth,604,70162,1,1,2000,2001,priationablepripriought,37.86,35.57,38.99,35.57,0.0,20.02,pri,38828
Riley,Second 15th,816,51692,Stringtown,Lee Sixth,604,70162,1,1,2000,2001,priationablepripriought,37.86,59.07,38.99,115.18,0.0,0.0,pri,38828
Woodlawn,Main ,356,54098,Pine Grove,North ,33,54593,1,1,2000,2001,priationablepripriought,93.9,13.99,175.59,23.92,3820.98,0.0,pri,25709
Union,Broadway Forest,976,48721,Glenwood,Park Smith,744,43511,1,1,2000,2001,pribarationationn st,37.96,66.3,60.73,73.59,0.0,33.89,able,31904
Mount Pleasant,13th ,290,71933,Newport,Spring Sycamore,907,61521,1,1,2000,2001,pribarationationn st,42.29,82.42,67.24,145.05,0.0,0.0,able,51904
Spring Valley,Oak Franklin,524,46060,Unionville,13th Third,78,51711,1,1,2000,2001,pribarationationn st,12.24,8.35,13.46,9.43,0.0,67.43,ation,78048
Fairview,Broadway ,533,65709,Glenwood,Elm ,317,23511,1,1,2000,2001,pribarationationn st,18.45,8.35,29.52,9.43,0.0,67.43,ation,78048
Four Points,Elm ,272,51216,Bunker Hill,Davis ,351,40150,1,1,2000,2001,pribarationationn st,33.05,52.41,62.79,63.41,38.98,0.0,bar,28048
Riceville,Fifth ,833,45867,Greenwood,Pine Miller,557,58828,1,1,2000,2001,pribarationationn st,77.53,79.71,127.14,129.13,0.0,0.0,bar,34136
Woodville,Highland ,352,54289,Lakeview,10th Green,422,68579,1,1,2000,2001,pribarationationn st,92.01,37.9,137.09,55.71,468.81,0.0,bar,79431
Plainview,Elm View,323,23683,Jackson,6th ,229,29583,1,1,2000,2001,pribarationationn st,11.48,15.68,13.54,26.02,0.0,0.0,cally,72477
Georgetown,Church ,423,57057,Macedonia,11th ,309,71087,1,1,2000,2001,pribarationationn st,70.35,87.3,74.57,165.87,0.0,0.0,cally,32477
Oakland,5th ,668,99843,Shiloh,Johnson West,415,29275,1,1,2000,2001,pribarationationn st,70.57,60.53,88.91,90.18,0.0,0.0,cally,73604
Cedar,Third ,902,51229,Shady Grove,Hillcrest ,227,72812,1,1,2000,2001,pribarationationn st,83.15,87.3,123.06,165.87,481.99,0.0,cally,32477
Valley View,Railroad ,107,45124,Valley View,13th ,356,75124,1,1,2000,2001,pribarationationn st,3.57,56.07,5.85,104.85,0.0,0.0,eing,38370
Valley View,Railroad ,107,45124,Valley View,13th ,356,75124,1,1,2000,2001,pribarationationn st,3.57,71.47,5.85,77.18,0.0,24.39,eing,38370
Valley View,Pine ,748,55124,Franklin,Hill ,528,39101,1,1,2000,2001,pribarationationn st,59.89,86.87,104.8,172.0,0.0,0.0,eing,71933
Georgetown,3rd ,164,57057,Union,Spruce ,989,38721,1,1,2000,2001,pribarationationn st,5.52,53.86,6.23,88.86,0.0,3610.49,n st,52477
Harmony,3rd 5th,168,65804,White Oak,6th ,16,56668,1,1,2000,2001,pribarationationn st,70.93,87.59,102.84,129.63,21.59,0.0,pri,38828
Lakeview,11th ,268,98579,Farmington,Oak ,380,29145,1,1,2000,2001,pribarationationn st,90.5,92.79,90.5,167.94,118.03,0.0,pri,21904
Antioch,12th 2nd,490,58605,Greenfield,View ,13,35038,1,1,2000,2001,pribareingeseation,20.63,4.16,32.18,4.99,85.45,0.0,able,32812
Maywood,Maple ,839,25681,Green Acres,Lake 7th,747,97683,1,1,2000,2001,pribareingeseation,50.93,27.27,79.45,44.45,0.0,0.0,ation,42812
Wilson,College 9th,595,46971,Riverdale,,,,1,1,2000,2001,pribareingeseation,51.37,69.63,61.64,100.26,0.0,0.0,ation,39431
Oak Grove,Birch River,526,88370,Five Forks,5th ,773,62293,1,1,2000,2001,pribareingeseation,62.88,68.15,98.72,95.41,0.0,0.0,ation,24136
Midway,Center ,771,41904,Waterloo,Poplar ,180,41675,1,1,2000,2001,pribareingeseation,77.71,27.27,131.32,44.45,0.0,0.0,ation,42812
Kingston,Pine Laurel,8,64975,Glenwood,14th ,342,73511,1,1,2000,2001,pribareingeseation,20.59,59.42,37.47,89.13,0.0,0.0,cally,32477
Florence,Twelfth ,2,63394,Greenfield,Davis Central,338,45038,1,1,2000,2001,pribareingeseation,25.46,59.42,43.79,89.13,0.0,0.0,cally,32477
Unionville,Mill ,489,51711,Maple Grove,,746,38252,1,1,2000,2001,pribareingeseation,36.96,47.46,60.24,47.46,0.0,0.0,ought,38721
Arlington,Fourth ,743,76557,Springdale,Broadway ,247,38883,1,1,2000,2001,pribareingeseeing,1.73,61.31,3.23,85.22,0.0,290.7,cally,48828
Macedonia,Dogwood ,430,31087,Lakeside,Ridge Park,352,39532,1,1,2000,2001,pribareingeseeing,89.95,84.91,168.2,111.23,0.0,888.28,cally,32477
Friendship,12th ,201,14536,Buena Vista,Main Adams,324,55752,1,1,2000,2001,pribareingeseeing,9.03,31.33,11.46,44.48,0.0,228.15,eing,46098
Friendship,12th ,201,14536,Buena Vista,Main Adams,324,55752,1,1,2000,2001,pribareingeseeing,9.03,96.9,11.46,163.76,0.0,0.0,eing,46098
Deerfield,Main 13th,411,69840,Cedar Grove,Sycamore ,703,20411,1,1,2000,2001,pribareingeseeing,78.39,64.18,92.5,124.5,0.0,0.0,eing,45709
Deerfield,Main 13th,411,69840,Cedar Grove,Sycamore ,703,20411,1,1,2000,2001,pribareingeseeing,78.39,69.83,92.5,131.97,0.0,0.0,eing,45709
Greenwood,Meadow 5th,420,58828,Valley View,Adams ,253,35124,1,1,2000,2001,pribareingeseeing,87.7,9.29,166.63,14.58,0.0,0.0,eing,48721
Bethel,12th ,929,55281,Oakdale,7th ,556,69584,1,1,2000,2001,pribareingeseeing,53.66,9.64,84.78,16.58,812.28,344.06,ese,25281
Brownsville,Jefferson 1st,513,89310,Hopewell,Broadway ,659,60587,1,1,2000,2001,pribareingeseeing,48.42,13.64,90.06,19.23,0.0,0.0,ought,23604
